"provinceName","provinceShortName","currentConfirmedCount","confirmedCount","suspectedCount","curedCount","deadCount","comment","locationId","statisticsData","highDangerCount","midDangerCount","detectOrgCount","vaccinationOrgCount","cities__cityName","cities__currentConfirmedCount","cities__confirmedCount","cities__suspectedCount","cities__curedCount","cities__deadCount","cities__highDangerCount","cities__midDangerCount","cities__locationId","cities__currentConfirmedCountStr","dangerAreas__cityName","dangerAreas__areaName","dangerAreas__dangerLevel","cities__notShowCurrentConfirmedCount"
"","","","","","","","","","","","","","","神农架林区","0","11","0","11","0","0","0","429021","0","","","",""
"河南省","河南","5","1312","0","1285","22","","410000","https://file1.dxycdn.com/2020/0223/958/3398299751673487456-135.json","0","0","197","234","境外输入","5","39","0","34","0","0","0","0","5","","","",""
"","","","","","","","","","","","","","","信阳","0","274","0","272","2","0","0","411500","0","","","",""
"","","","","","","","","","","","","","","郑州","0","157","0","152","5","0","0","410100","0","","","",""
"","","","","","","","","","","","","","","南阳","0","156","0","153","3","0","0","411300","0","","","",""
"","","","","","","","","","","","","","","驻马店","0","139","0","139","0","0","0","411700","0","","","",""
"","","","","","","","","","","","","","","商丘","0","91","0","88","3","0","0","411400","0","","","",""
"","","","","","","","","","","","","","","周口","0","76","0","75","1","0","0","411600","0","","","",""
"","","","","","","","","","","","","","","平顶山","0","58","0","57","1","0","0","410400","0","","","",""
"","","","","","","","","","","","","","","新乡","0","57","0","54","3","0","0","410700","0","","","",""
"","","","","","","","","","","","","","","安阳","0","53","0","53","0","0","0","410500","0","","","",""
"","","","","","","","","","","","","","","许昌","0","39","0","38","1","0","0","411000","0","","","",""
"","","","","","","","","","","","","","","漯河","0","36","0","36","0","0","0","411100","0","","","",""
"","","","","","","","","","","","","","","焦作","0","32","0","31","1","0","0","410800","0","","","",""
"","","","","","","","","","","","","","","洛阳","0","31","0","30","1","0","0","410300","0","","","",""
"","","","","","","","","","","","","","","开封","0","26","0","26","0","0","0","410200","0","","","",""
"","","","","","","","","","","","","","","鹤壁","0","19","0","19","0","0","0","410600","0","","","",""
"","","","","","","","","","","","","","","濮阳","0","17","0","17","0","0","0","410900","0","","","",""
"","","","","","","","","","","","","","","三门峡","0","7","0","6","1","0","0","411200","0","","","",""
"","","","","","","","","","","","","","","济源","0","5","0","5","0","0","0","419001","0","","","",""
"湖南省","湖南","4","1044","0","1036","4","","430000","https://file1.dxycdn.com/2020/0223/440/3398299751673072079-135.json","0","0","286","65","境外输入","4","26","0","22","0","0","0","0","4","","","",""
"","","","","","","","","","","","","","","长沙","0","242","0","240","2","0","0","430100","0","","","",""
"","","","","","","","","","","","","","","岳阳","0","156","0","155","1","0","0","430600","0","","","",""
"","","","","","","","","","","","","","","邵阳","0","102","0","101","1","0","0","430500","0","","","",""
"","","","","","","","","","","","","","","常德","0","82","0","82","0","0","0","430700","0","","","",""
"","","","","","","","","","","","","","","株洲","0","80","0","80","0","0","0","430200","0","","","",""
"","","","","","","","","","","","","","","娄底","0","76","0","76","0","0","0","431300","0","","","",""
"","","","","","","","","","","","","","","益阳","0","60","0","60","0","0","0","430900","0","","","",""
"","","","","","","","","","","","","","","衡阳","0","48","0","48","0","0","0","430400","0","","","",""
"","","","","","","","","","","","","","","永州","0","44","0","44","0","0","0","431100","0","","","",""
"","","","","","","","","","","","","","","怀化","0","40","0","40","0","0","0","431200","0","","","",""
"","","","","","","","","","","","","","","郴州","0","39","0","39","0","0","0","431000","0","","","",""
"","","","","","","","","","","","","","","湘潭","0","36","0","36","0","0","0","430300","0","","","",""
"","","","","","","","","","","","","","","湘西自治州","0","8","0","8","0","0","0","433100","0","","","",""
"","","","","","","","","","","","","","","张家界","0","5","0","5","0","0","0","430800","0","","","",""
"重庆市","重庆","3","594","15","585","6","","500000","https://file1.dxycdn.com/2020/0223/368/3398299751673487486-135.json","0","0","80","261","境外输入","3","18","0","15","0","0","0","0","3","","","",""
"","","","","","","","","","","","","","","万州区","0","118","0","114","4","0","0","500101","0","","","",""
"","","","","","","","","","","","","","","江北区","0","28","0","28","0","0","0","500105","0","","","",""
"","","","","","","","","","","","","","","云阳县","0","25","0","25","0","0","0","500235","0","","","",""
"","","","","","","","","","","","","","","合川区","0","23","0","23","0","0","0","500117","0","","","",""
"","","","","","","","","","","","","","","綦江区","0","23","0","23","0","0","0","500110","0","","","",""
"","","","","","","","","","","","","","","长寿区","0","22","0","22","0","0","0","500115","0","","","",""
"","","","","","","","","","","","","","","奉节县","0","22","0","22","0","0","0","500236","0","","","",""
"","","","","","","","","","","","","","","九龙坡区","0","21","0","20","1","0","0","500107","0","","","",""
"","","","","","","","","","","","","","","开州区","0","21","0","20","1","0","0","500154","0","","","",""
"","","","","","","","","","","","","","","忠县","0","21","0","21","0","0","0","500233","0","","","",""
"","","","","","","","","","","","","","","渝中区","0","20","0","20","0","0","0","500103","0","","","",""
"","","","","","","","","","","","","","","垫江县","0","20","0","20","0","0","0","500231","0","","","",""
"","","","","","","","","","","","","","","潼南区","0","18","0","18","0","0","0","500152","0","","","",""
"","","","","","","","","","","","","","","渝北区","0","17","0","17","0","0","0","500112","0","","","",""
"","","","","","","","","","","","","","","两江新区","0","17","0","17","0","0","0","-1","0","","","",""
"","","","","","","","","","","","","","","南岸区","0","15","0","15","0","0","0","500108","0","","","",""
"","","","","","","","","","","","","","","石柱县","0","15","0","15","0","0","0","500240","0","","","",""
"","","","","","","","","","","","","","","大足区","0","14","0","14","0","0","0","500111","0","","","",""
"","","","","","","","","","","","","","","巫溪县","0","14","0","14","0","0","0","500238","0","","","",""
"","","","","","","","","","","","","","","铜梁区","0","10","0","10","0","0","0","500151","0","","","",""
"","","","","","","","","","","","","","","丰都县","0","10","0","10","0","0","0","500230","0","","","",""
"","","","","","","","","","","","","","","巫山县","0","10","0","10","0","0","0","500237","0","","","",""
"","","","","","","","","","","","","","","沙坪坝区","0","9","0","9","0","0","0","500106","0","","","",""
"","","","","","","","","","","","","","","璧山区","0","9","0","9","0","0","0","500120","0","","","",""
"","","","","","","","","","","","","","","荣昌区","0","9","0","9","0","0","0","500153","0","","","",""
"","","","","","","","","","","","","","","大渡口区","0","7","0","7","0","0","0","500104","0","","","",""
"","","","","","","","","","","","","","","巴南区","0","6","0","6","0","0","0","500113","0","","","",""
"","","","","","","","","","","","","","","涪陵区","0","5","0","5","0","0","0","500102","0","","","",""
"","","","","","","","","","","","","","","永川区","0","5","0","5","0","0","0","500118","0","","","",""
"","","","","","","","","","","","","","","江津区","0","4","0","4","0","0","0","500116","0","","","",""
"","","","","","","","","","","","","","","梁平区","0","4","0","4","0","0","0","500155","0","","","",""
"","","","","","","","","","","","","","","高新区","0","4","0","4","0","0","0","0","0","","","",""
"","","","","","","","","","","","","","","黔江区","0","2","0","2","0","0","0","500114","0","","","",""
"","","","","","","","","","","","","","","城口县","0","2","0","2","0","0","0","500229","0","","","",""
"","","","","","","","","","","","","","","彭水县","0","2","0","2","0","0","0","500243","0","","","",""
"","","","","","","","","","","","","","","武隆区","0","1","0","1","0","0","0","500156","0","","","",""
"","","","","","","","","","","","","","","秀山县","0","1","0","1","0","0","0","500241","0","","","",""
"","","","","","","","","","","","","","","酉阳县","0","1","0","1","0","0","0","0","0","","","",""
"","","","","","","","","","","","","","","万盛经开区","0","1","0","1","0","0","0","0","0","","","",""
"广西壮族自治区","广西","3","270","0","265","2","","450000","https://file1.dxycdn.com/2020/0223/536/3398299758115523880-135.json","0","0","269","15","境外输入","3","17","0","14","0","0","0","0","3","","","",""
"","","","","","","","","","","","","","","南宁","0","56","0","56","0","0","0","450100","0","","","",""
"","","","","","","","","","","","","","","北海","0","44","0","43","1","0","0","450500","0","","","",""
"","","","","","","","","","","","","","","桂林","0","32","0","32","0","0","0","450300","0","","","",""
"","","","","","","","","","","","","","","河池","0","28","0","27","1","0","0","451200","0","","","",""
"","","","","","","","","","","","","","","柳州","0","24","0","24","0","0","0","450200","0","","","",""
"","","","","","","","","","","","","","","防城港","0","19","0","19","0","0","0","450600","0","","","",""
"","","","","","","","","","","","","","","玉林","0","11","0","11","0","0","0","450900","0","","","",""
"","","","","","","","","","","","","","","来宾","0","11","0","11","0","0","0","451300","0","","","",""
"","","","","","","","","","","","","","","钦州","0","8","0","8","0","0","0","450700","0","","","",""
"","","","","","","","","","","","","","","贵港","0","8","0","8","0","0","0","450800","0","","","",""
"","","","","","","","","","","","","","","梧州","0","5","0","5","0","0","0","450400","0","","","",""
"","","","","","","","","","","","","","","贺州","0","4","0","4","0","0","0","451100","0","","","",""
"","","","","","","","","","","","","","","百色","0","3","0","3","0","0","0","451000","0","","","",""
"内蒙古自治区","内蒙古","2","379","34","376","1","","150000","https://file1.dxycdn.com/2020/0223/783/3398299758115938727-135.json","0","0","248","9","境外输入人员","2","274","34","272","0","0","0","0","2","","","",""
"","","","","","","","","","","","","","","呼伦贝尔","0","37","0","37","0","0","0","150700","0","","","",""
"","","","","","","","","","","","","","","鄂尔多斯","0","11","0","11","0","0","0","150600","0","","","",""
"","","","","","","","","","","","","","","包头","0","11","0","11","0","0","0","150200","0","","","",""
"","","","","","","","","","","","","","","赤峰","0","9","0","9","0","0","0","150400","0","","","",""
"","","","","","","","","","","","","","","锡林郭勒盟","0","9","0","9","0","0","0","152500","0","","","",""
"","","","","","","","","","","","","","","巴彦淖尔","0","8","0","7","1","0","0","150800","0","","","",""
"","","","","","","","","","","","","","","呼和浩特","0","7","0","7","0","0","0","150100","0","","","",""
"","","","","","","","","","","","","","","通辽","0","7","0","7","0","0","0","150500","0","","","",""
"","","","","","","","","","","","","","","乌兰察布","0","3","0","3","0","0","0","150900","0","","","",""
"","","","","","","","","","","","","","","乌海市","0","2","0","2","0","0","0","150300","0","","","",""
"","","","","","","","","","","","","","","兴安盟","0","1","0","1","0","0","0","152200","0","","","",""
"甘肃省","甘肃","1","193","0","190","2","","620000","https://file1.dxycdn.com/2020/0223/559/3398299755968040166-135.json","0","0","236","1","境外输入","1","101","0","100","0","0","0","0","1","","","",""
"","","","","","","","","","","","","","","兰州","0","36","0","34","2","0","0","620100","0","","","",""
"","","","","","","","","","","","","","","天水","0","12","0","12","0","0","0","620500","0","","","",""
"","","","","","","","","","","","","","","平凉","0","9","0","9","0","0","0","620800","0","","","",""
"","","","","","","","","","","","","","","定西","0","9","0","9","0","0","0","621100","0","","","",""
"","","","","","","","","","","","","","","甘南","0","8","0","8","0","0","0","623000","0","","","",""
"","","","","","","","","","","","","","","白银","0","4","0","4","0","0","0","620400","0","","","",""
"","","","","","","","","","","","","","","陇南","0","4","0","4","0","0","0","621200","0","","","",""
"","","","","","","","","","","","","","","庆阳","0","3","0","3","0","0","0","621000","0","","","",""
"","","","","","","","","","","","","","","临夏","0","3","0","3","0","0","0","622900","0","","","",""
"","","","","","","","","","","","","","","张掖","0","2","0","2","0","0","0","620700","0","","","",""
"","","","","","","","","","","","","","","金昌","0","1","0","1","0","0","0","620300","0","","","",""
"","","","","","","","","","","","","","","省级（湖北输入）","0","1","0","1","0","0","0","0","0","","","",""
"黑龙江省","黑龙江","0","1610","394","1597","13","黑龙江卫健委未明确部分治愈病例的地市归属，因此各地市的现存确诊存在一定偏差。","230000","https://file1.dxycdn.com/2020/0223/643/3398299753820971199-135.json","0","0","314","1","绥化","0","536","0","532","4","0","0","231200","-","","","","True"
"","","","","","","","","","","","","","","哈尔滨","0","410","8","406","4","0","0","230100","-","","","","True"
"","","","","","","","","","","","","","","境外输入","0","390","386","390","0","0","0","0","0","","","",""
"","","","","","","","","","","","","","","双鸭山","0","52","0","49","3","0","0","230500","0","","","",""
"","","","","","","","","","","","","","","鸡西","0","46","0","46","0","0","0","230300","0","","","",""
"","","","","","","","","","","","","","","齐齐哈尔","0","44","0","43","1","0","0","230200","0","","","",""
"","","","","","","","","","","","","","","牡丹江","0","36","0","36","0","0","0","231000","0","","","",""
"","","","","","","","","","","","","","","大庆","0","29","0","28","1","0","0","230600","0","","","",""
"","","","","","","","","","","","","","","黑河","0","24","0","24","0","0","0","231100","0","","","",""
"","","","","","","","","","","","","","","七台河","0","17","0","17","0","0","0","230900","0","","","",""
"","","","","","","","","","","","","","","佳木斯","0","15","0","15","0","0","0","230800","0","","","",""
"","","","","","","","","","","","","","","鹤岗","0","5","0","5","0","0","0","230400","0","","","",""
"","","","","","","","","","","","","","","大兴安岭","0","3","0","3","0","0","0","232700","0","","","",""
"","","","","","","","","","","","","","","待明确","0","2","0","2","0","0","0","0","0","","","",""
"","","","","","","","","","","","","","","伊春","0","1","0","1","0","0","0","230700","0","","","",""
"河北省","河北","0","1317","0","1310","7","河北卫健委未明确部分治愈病例的地市归属，因此各地市的现存确诊存在一定偏差。","130000","https://file1.dxycdn.com/2020/0223/473/3398299751673487477-135.json","0","0","566","178","保定","1","49","0","48","0","0","0","130600","1","","","",""
"","","","","","","","","","","","","","","石家庄","0","898","0","897","1","0","0","130100","0","","","",""
"","","","","","","","","","","","","","","邢台","0","94","0","93","1","0","0","130500","0","","","",""
"","","","","","","","","","","","","","","唐山","0","58","0","57","1","0","0","130200","0","","","",""
"","","","","","","","","","","","","","","沧州","0","49","0","46","3","0","0","130900","0","","","",""
"","","","","","","","","","","","","","","张家口","0","43","0","43","0","0","0","130700","0","","","",""
"","","","","","","","","","","","","","","境外输入","0","36","0","36","0","0","0","0","0","","","",""
"","","","","","","","","","","","","","","廊坊","0","33","0","33","0","0","0","131000","0","","","",""
"","","","","","","","","","","","","","","邯郸","0","32","0","32","0","0","0","130400","0","","","",""
"","","","","","","","","","","","","","","秦皇岛","0","10","0","9","1","0","0","130300","0","","","",""
"","","","","","","","","","","","","","","衡水","0","8","0","8","0","0","0","131100","0","","","",""
"","","","","","","","","","","","","","","承德","0","7","0","7","0","0","0","130800","0","","","",""
"安徽省","安徽","0","994","0","988","6","","340000","https://file1.dxycdn.com/2020/0223/734/3398299753820971301-135.json","0","0","412","161","合肥","0","174","0","173","1","0","0","340100","0","","","",""
"","","","","","","","","","","","","","","蚌埠","0","160","0","155","5","0","0","340300","0","","","",""
"","","","","","","","","","","","","","","阜阳","0","156","0","156","0","0","0","341200","0","","","",""
"","","","","","","","","","","","","","","亳州","0","108","0","108","0","0","0","341600","0","","","",""
"","","","","","","","","","","","","","","安庆","0","83","0","83","0","0","0","340800","0","","","",""
"","","","","","","","","","","","","","","六安","0","69","0","69","0","0","0","341500","0","","","",""
"","","","","","","","","","","","","","","宿州","0","41","0","41","0","0","0","341300","0","","","",""
"","","","","","","","","","","","","","","马鞍山","0","38","0","38","0","0","0","340500","0","","","",""
"","","","","","","","","","","","","","","芜湖","0","34","0","34","0","0","0","340200","0","","","",""
"","","","","","","","","","","","","","","铜陵","0","29","0","29","0","0","0","340700","0","","","",""
"","","","","","","","","","","","","","","淮北","0","27","0","27","0","0","0","340600","0","","","",""
"","","","","","","","","","","","","","","淮南","0","27","0","27","0","0","0","340400","0","","","",""
"","","","","","","","","","","","","","","池州","0","17","0","17","0","0","0","341700","0","","","",""
"","","","","","","","","","","","","","","滁州","0","13","0","13","0","0","0","341100","0","","","",""
"","","","","","","","","","","","","","","黄山","0","9","0","9","0","0","0","341000","0","","","",""
"","","","","","","","","","","","","","","宣城","0","6","0","6","0","0","0","341800","0","","","",""
"","","","","","","","","","","","","","","境外输入","0","3","0","3","0","0","0","0","0","","","",""
"新疆维吾尔自治区","新疆","0","980","0","977","3","","650000","https://file1.dxycdn.com/2020/0223/497/3398299753820556085-135.json","0","0","216","0","乌鲁木齐","0","845","0","845","0","0","0","650100","0","","","",""
"","","","","","","","","","","","","","","喀什地区","0","80","0","80","0","0","0","653100","0","","","",""
"","","","","","","","","","","","","","","伊犁州","0","18","0","18","0","0","0","654000","0","","","",""
"","","","","","","","","","","","","","","兵团第四师","0","10","0","9","1","0","0","0","0","","","",""
"","","","","","","","","","","","","","","昌吉州","0","5","0","5","0","0","0","0","0","","","",""
"","","","","","","","","","","","","","","兵团第八师石河子市","0","4","0","3","1","0","0","0","0","","","",""
"","","","","","","","","","","","","","","兵团第九师","0","4","0","3","1","0","0","0","0","","","",""
"","","","","","","","","","","","","","","吐鲁番","0","3","0","3","0","0","0","650400","0","","","",""
"","","","","","","","","","","","","","","巴州","0","3","0","3","0","0","0","511902","0","","","",""
"","","","","","","","","","","","","","","兵团第十二师","0","3","0","3","0","0","0","0","0","","","",""
"","","","","","","","","","","","","","","兵团第六师五家渠市","0","2","0","2","0","0","0","0","0","","","",""
"","","","","","","","","","","","","","","兵团第七师","0","1","0","1","0","0","0","0","0","","","",""
"","","","","","","","","","","","","","","阿克苏地区","0","1","0","1","0","0","0","652900","0","","","",""
"","","","","","","","","","","","","","","待明确地区","0","1","0","1","0","0","0","0","0","","","",""
"江西省","江西","0","937","0","936","1","","360000","https://file1.dxycdn.com/2020/0223/161/3398299751673072165-135.json","0","0","143","4","南昌","0","230","0","230","0","0","0","360100","0","","","",""
"","","","","","","","","","","","","","","新余","0","129","0","129","0","0","0","360500","0","","","",""
"","","","","","","","","","","","","","","上饶","0","123","0","123","0","0","0","361100","0","","","",""
"","","","","","","","","","","","","","","九江","0","116","0","116","0","0","0","360400","0","","","",""
"","","","","","","","","","","","","","","宜春","0","106","0","106","0","0","0","360900","0","","","",""
"","","","","","","","","","","","","","","赣州","0","74","0","73","1","0","0","360700","0","","","",""
"","","","","","","","","","","","","","","抚州","0","72","0","72","0","0","0","361000","0","","","",""
"","","","","","","","","","","","","","","萍乡","0","33","0","33","0","0","0","360300","0","","","",""
"","","","","","","","","","","","","","","吉安","0","22","0","22","0","0","0","360800","0","","","",""
"","","","","","","","","","","","","","","鹰潭","0","18","0","18","0","0","0","360600","0","","","",""
"","","","","","","","","","","","","","","境外输入","0","7","0","7","0","0","0","0","0","","","",""
"","","","","","","","","","","","","","","景德镇","0","6","0","6","0","0","0","360200","0","","","",""
"","","","","","","","","","","","","","","赣江新区","0","1","0","1","0","0","0","0","0","","","",""
"吉林省","吉林","0","573","19","570","3","","220000","https://file1.dxycdn.com/2020/0223/046/3398299755968039975-135.json","0","0","91","0","通化","0","313","0","312","1","0","0","220500","0","","","",""
"","","","","","","","","","","","","","","长春","0","154","1","154","0","0","0","220100","0","","","",""
"","","","","","","","","","","","","","","吉林市","0","60","12","59","1","0","0","220200","0","","","",""
"","","","","","","","","","","","","","","四平","0","17","0","16","1","0","0","220300","0","","","",""
"","","","","","","","","","","","","","","辽源","0","7","0","7","0","0","0","220400","0","","","",""
"","","","","","","","","","","","","","","延边","0","7","1","7","0","0","0","222400","0","","","",""
"","","","","","","","","","","","","","","公主岭","0","6","0","6","0","0","0","220381","0","","","",""
"","","","","","","","","","","","","","","松原","0","6","0","6","0","0","0","220700","0","","","",""
"","","","","","","","","","","","","","","梅河口","0","2","0","2","0","0","0","220581","0","","","",""
"","","","","","","","","","","","","","","白城","0","1","0","1","0","0","0","220800","0","","","",""
"辽宁省","辽宁","0","408","0","406","2","","210000","https://file1.dxycdn.com/2020/0223/815/3398299758115938736-135.json","0","0","192","204","大连","0","161","0","161","0","0","0","210200","0","","","",""
"","","","","","","","","","","","","","","境外输入","0","97","0","97","0","0","0","0","0","","","",""
"","","","","","","","","","","","","","","沈阳","0","70","0","70","0","0","0","210100","0","","","",""
"","","","","","","","","","","","","","","锦州","0","12","0","12","0","0","0","210700","0","","","",""
"","","","","","","","","","","","","","","葫芦岛","0","12","0","11","1","0","0","211400","0","","","",""
"","","","","","","","","","","","","","","丹东","0","11","0","11","0","0","0","210600","0","","","",""
"","","","","","","","","","","","","","","盘锦","0","11","0","11","0","0","0","211100","0","","","",""
"","","","","","","","","","","","","","","阜新","0","8","0","8","0","0","0","210900","0","","","",""
"","","","","","","","","","","","","","","铁岭","0","8","0","8","0","0","0","211200","0","","","",""
"","","","","","","","","","","","","","","朝阳","0","6","0","5","1","0","0","211300","0","","","",""
"","","","","","","","","","","","","","","鞍山","0","4","0","4","0","0","0","210300","0","","","",""
"","","","","","","","","","","","","","","本溪","0","3","0","3","0","0","0","210500","0","","","",""
"","","","","","","","","","","","","","","辽阳","0","3","0","3","0","0","0","211000","0","","","",""
"","","","","","","","","","","","","","","营口","0","1","0","1","0","0","0","210800","0","","","",""
"","","","","","","","","","","","","","","抚顺","0","1","0","1","0","0","0","210400","0","","","",""
"贵州省","贵州","0","147","0","145","2","3 月 17 日贵阳市新增 1 例境外输入无症状感染者","520000","https://file1.dxycdn.com/2020/0223/148/3398299753820971243-135.json","0","0","121","13","贵阳","0","36","0","35","1","0","0","520100","0","","","",""
"","","","","","","","","","","","","","","遵义","0","32","0","32","0","0","0","520300","0","","","",""
"","","","","","","","","","","","","","","毕节","0","23","0","23","0","0","0","520500","0","","","",""
"","","","","","","","","","","","","","","黔南州","0","17","0","17","0","0","0","522700","0","","","",""
"","","","","","","","","","","","","","","六盘水","0","10","0","9","1","0","0","520200","0","","","",""
"","","","","","","","","","","","","","","铜仁","0","10","0","10","0","0","0","520600","0","","","",""
"","","","","","","","","","","","","","","黔东南州","0","10","0","10","0","0","0","522600","0","","","",""
"","","","","","","","","","","","","","","安顺","0","4","0","4","0","0","0","520400","0","","","",""
"","","","","","","","","","","","","","","黔西南州","0","4","0","4","0","0","0","522300","0","","","",""
"","","","","","","","","","","","","","","境外输入","0","1","0","1","0","0","0","0","0","","","",""
"宁夏回族自治区","宁夏","0","75","0","75","0","","640000","https://file1.dxycdn.com/2020/0223/353/3398299755968455019-135.json","0","0","27","5","银川","0","36","0","36","0","0","0","640100","0","","","",""
"","","","","","","","","","","","","","","吴忠","0","28","0","28","0","0","0","640300","0","","","",""
"","","","","","","","","","","","","","","固原","0","5","0","5","0","0","0","640400","0","","","",""
"","","","","","","","","","","","","","","中卫","0","4","0","4","0","0","0","640500","0","","","",""
"","","","","","","","","","","","","","","宁东","0","1","0","1","0","0","0","0","0","","","",""
"","","","","","","","","","","","","","","石嘴山","0","1","0","1","0","0","0","640200","0","","","",""
"澳门","澳门","0","49","9","49","0","确诊病例中含9例境外输入病例","820000","https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json","0","0","0","0","","","","","","","","","","","","","",""
"青海省","青海","0","18","0","18","0","","630000","https://file1.dxycdn.com/2020/0223/581/3398299758115524121-135.json","0","0","59","0","西宁","0","15","0","15","0","0","0","630100","0","","","",""
"","","","","","","","","","","","","","","海北州","0","3","0","3","0","0","0","632200","0","","","",""
"西藏自治区","西藏","0","1","0","1","0","","540000","https://file1.dxycdn.com/2020/0223/353/3398299755968039885-135.json","0","0","32","16","拉萨","0","1","0","1","0","0","0","540100","0","","","",""
